"id";"property_type";"host_name";"accommodates";"bedrooms";"description"
760139528967323320;Entire condo;Amy;6;3;Cozy and clean, newly renovated, top-floor condo. Prime location to explore Boston! Set back from the hustle & bustle but close enough to be apart of the day/night life.<br /><br />☞ Nightlife/Beaches/Shops/Tourist Attractions<br />☞ High Speed Internet & Established Work Desk Area<br /><br />15 min Uber → Logan Airport<br />10 min walk → Heart of Southie nightlife<br />10-12 min walk → Andrew Sq Train Station<br /><br /><b>The space</b><br />High ceilings with tons of natural sun light. This space is your next home away from home! <br /><br />→ Snacks provided (oatmeal, pasta, coffee)<br />→ Fully equipped + stocked kitchen (air-fryer, toaster, coffee machine)<br />→ Air mattress available upon request (Couch is not to be used to sleep on)<br />→ Air purifiers in each room<br />→ Central AC + Heating<br />→ Bluetooth Goog*e Home speaker<br />→ Surround Sound TV Bar<br />→ Smart TV to log into (or log in to your own hulu/HBO/etc accounts)<br />→ Full Sized Washer + Dryer in unit w/ det
760182484590340645;Entire rental unit;Evonify;3;1;Whether you are just getting away for the weekend or looking for an extended stay, we are committed to creating a comfortable experience for all of our guests. Our check-in process is easy and contact-less. <br /><br />- Please click on -show more- and read the description of the listing prior to making the reservation<br /><br /><b>The space</b><br />.<br /><br /><b>Other things to note</b><br />Whether you are just getting away for the weekend or looking for an extended stay, we are committed to creating a comfortable experience for all of our guests. Our check-in process is easy and contact-less.  <br /> <br />- Self flexible check-in. <br />- Professionally cleaned and sanitized. <br />- Early check-in, late checkout, and room service is available for a fee. <br />- Pets under 55 pounds are approved for an additional fee. <br />- This reservation may be subject to a security deposit, not more than $350. This is a requirement from the building. <br />- The building also requires us 
760250266000906900;Entire condo;Chris;4;2;Perfect for Travel Nurses for an extended stay - close to all the hospitals and with free street parking! Just a short walk to restaurants, grocery, and the beach! We're pet-friendly, and you'll have the direct line of an experienced local tour guide for any questions about where to go or what to eat!<br /><br /><b>The space</b><br />Lots of amenities, including free in-unit laundry, a fireplace, a balcony, smart lights, Nest thermostat, central air, tall ceilings, a jetted tub, and protected deliveries with the smart lock and Ring camera on the front door! Both bedrooms have queen beds, huge French door closets and their own bathrooms. Unparalleled views of the city skyline await from your bay windows, and great natural light all day long will keep you and your plants happy!<br /><br /><b>Guest access</b><br />The entire unit is yours! A fully stocked kitchen, 2 bedrooms, 2 bathrooms (including a jetted tub), and a balcony!
760402775627338023;Private room in home;Kristen;2;NULL;"A peaceful, Victorian home in an historic Boston town is being restored. You have a private room and bath, limited kitchen access, and coffee/tea. <br />Near major transport hubs; all major universities, hospitals, and museums, downtown, the commons, swan boats, Seaport, Aquarium, Arboretum,  beaches, Franklin Park Zoo, golf course, winter sports are within a few miles. <br />- owner-occupied<br />- if an item is missing, please don't ignore our texts asking you where it is; hosts only have 72 hrs to report<br /><br /><b>The space</b><br />Take the stairs by the separate entrance to access the second floor bedroom. The room has plush comforters, a comfortable work space, and a night stand. There is a rollout bed below the twin bed for a second guest.<br /><br /><b>Guest access</b><br />You will have access to your room, the 2nd floor bathroom. Kitchen access is no longer provided for guests after April 26, 2023<br />Please lock the side door when you enter and leave the house. This is "
760794921248956440;Entire serviced apartment;Zeus;4;2;This ground level condo in The Basilica, a historic ship-building factory, that sits squarely in the Charlestown Navy yard. What would living in Boston without a little dose of history infused into your daily routine be! Inside the home, you'll enjoy updated interiors such as stainless steel appliances, stone countertops and recessed lighting. The condo is intelligently outfitted to suit working from home, entertaining and relaxing. And outside...<br /><br />Enjoy a stay with Zeus! We have 7280+ reviews.<br /><br /><b>The space</b><br />At Zeus, we offer thoughtfully furnished homes for 30+ day stays. <br /> <br />Our homes come equipped with handpicked essentials, from premium mattresses and linens to kitchen basics like pots and pans, chef’s knives, and wine glasses. Your home is also equipped with high-speed WiFi and cleaning supplies like dish soap, paper towels, a vacuum, and laundry detergent so you’ll have everything you need from the moment you arrive. Your Zeus home is warm, c
761353275730186662;Entire rental unit;Blueground;4;2;Show up and start living from day one in Boston with this charming two-bedroom Blueground apartment. You’ll love coming home to this thoughtfully furnished, beautifully designed, and fully-equipped Beacon Hill home. (ID #BOS827)<br /><br /><b>The space</b><br />Gorgeous furniture, fully-equipped kitchen, smart TV, and a premium wireless speaker are just a few of the amenities you’ll find inside this two-bedroom apartment. Ideally located in Boston, you’ll find a lot to love outside as well. When you’re ready to relax, you’ll be happy to discover every Blueground bedroom comes with superior quality mattresses, luxury linens, and cozy towels. We handle everything so you can simply show up and start living.  This apartment also offers in-apartment laundry.<br /><br />Amenities<br /><br />Building amenities unique to this two-bedroom include an on-site:<br /><br />  - Dryer<br />  - Washing machine<br /><br />Please check the house rules prior to booking as other fees and limitations may a
761463490529718145;Entire rental unit;Airbnb;2;2;This location is perfect for your Boston stay! This small two bedroom apartment is footsteps to MGH hospital, green orange and red line T stop, Whole Foods, soul cycle, shops, restaurants and the Boston Commons (park)! Everything you need for your flawless monthly stay!<br /><br /><b>The space</b><br />Beacon Hill is known for their brownstone buildings and their small but cozy apartments. This apartment has two queen bedrooms and one full bathroom. There is a couch as well as a dining room table and chairs. All linens and wifi is included. Our kitchen is fully equipped for cooking and stocked with all the appliances you'll need, blender, toaster, microwave, hot water tea kettle, pots and pans, cooking utensils and more!<br /><br /><b>Other things to note</b><br />Check in instructions will be released the day before your arrival<br /><br />Host needs prior notice if extra linens or baby equipment are needed.<br /><br />No smoking inside unit of any kind.<br /><br />In the case of a su
761650908021397278;Private room in guesthouse;Charles;2;1;Keep it simple at this peaceful and centrally-located place. A Single or couple that care Share a twin bed with limited space. Free laundry, parking and so much more. Clean and quiet. Beautiful Boston Views. Close to the parks and a short train ride to the best attractions boston has to offer<br /><br /><b>License number</b><br />STR-457716
762164629747217079;Entire rental unit;Blueground;2;1;Discover the best of Boston, with this one-bedroom Back Bay apartment with  views over the city. It’ll be easy to simply show up and start living in this contemporary Blueground furnished apartment with its fully-equipped kitchen, spacious living room, and our dedicated, on-the-ground support. (ID #BOS758)<br /><br /><b>The space</b><br />Thoughtfully designed with bespoke finishes, modern furnishings, and a fully-equipped kitchen, you’ll enjoy that “I’m home” feeling with this Blueground apartment. Whether you’re lounging in your stylish living room streaming the latest and greatest entertainment on the smart TV or premium wireless speaker, or getting some well-earned rest on the superior quality mattress with luxury linens, you’ll fall in love with everything this Back Bay apartment has to offer. <br /><br />Amenities<br /><br />Building amenities unique to this one-bedroom include an on-site:<br /><br />  - Doorman<br />  - Dryer in building<br />  - Elevator<br />  - Game room<br /
762273446510783312;Entire rental unit;Luxcrescent;8;2;"* Inquire for discounts<br />* guests get 1 free parking on premise; fees apply for additional parking <br />* off-hours guests arrival available. check-in at office & baggage drop off<br />* early bird check-in & late checkout<br />* super fast Wifi & Premium Cable TVs<br />* fully equipped kitchen with appliances and cooking utensils<br />* Additional photos of common, shared spaces and sceneric views of our new community<br />* upcoming interior design change scheduled at this condo; some dates are unavailable<br /><br /><b>The space</b><br />* Private living with key fob and digital key access<br />* Spacious room with walk-in closets<br />* Premium cable TVs in spacious living room<br />* Fully equipped kitchen for convenience<br />* Laundry appliances available in unit<br />* Enjoy the enticing bathroom for relaxation<br /><br /><b>Guest access</b><br />* Full access to the condo and amenity floor with key fob<br /><br /><b>Other things to note</b><br />* Feel right at home and m"
762301524209790810;Entire rental unit;Anna;6;3;Welcome to our beautiful 2 story Charlestown gem!  As you settle into our newly furnished home you'll find everything you need for a great visit.  Conveniently located, you can enjoy  walking to the Bunker Hill Monument, the Freedom Trail, TD Garden, the North End, Orange Line, Whole Foods and all Boston has to offer.  The unit occupies the 2nd and 3rd story of the row house, it  is spacious and comfortable.  We love the Charlestown with it's neighborhood vibe and young vibrant community.<br /><br /><b>License number</b><br />STR-493935
762385151964696601;Private room in rental unit;Fifile;1;NULL;Come stay in a quiet hideaway in Boston's greenest neighborhood. This condo is fully updated and comes stocked with everything you need to feel at home, like quality cookware. There are luxurious touches like a heated marble bathroom floor, wine fridge, and warming towel rack.<br /><br />This place is ideal for travel nurses or consultants. <br /><br />Your hosts will be a friendly human and an even friendlier cat. We would be glad to help you get to know Boston, and/or give you the personal space you need.<br /><br /><b>Other things to note</b><br />Please note that I work from home. You're welcome to co-work with me, or of course we can figure out a way to accommodate your space needs.<br /><br /><b>License number</b><br />STR-512012
762582023948839729;Private room in rental unit;Lynda;2;NULL;"10% off for May 29- June 2. Traveling professionals are welcome! My place is great for those who want a place to stay that is just out side of the city.   It is quiet because only accepted guests on the reservations are allowed in the building or on the premises (no visitors, friends or family members without permission).  It is clean because besides a deep cleaning at the beginning and end of your stay all travelers are expected to clean up after themselves in the common areas at all times.<br /><br /><b>License number</b><br />STR-513970"
762779193061469131;Entire rental unit;Blueground;4;2;Show up and start living from day one in Boston with this stylish two-bedroom Blueground apartment. You’ll love coming home to this thoughtfully furnished, beautifully designed, and fully-equipped Beacon Hill home. (ID #BOS826)<br /><br /><b>The space</b><br />Thoughtfully designed with bespoke finishes, modern furnishings, and a fully-equipped kitchen, you’ll enjoy that “I’m home” feeling with this Blueground apartment. Whether you’re lounging in your stylish living room streaming the latest and greatest entertainment on the smart TV or premium wireless speaker, or getting some well-earned rest on the superior quality mattress with luxury linens, you’ll fall in love with everything this Beacon Hill apartment has to offer.  This apartment also offers in-apartment laundry.<br /><br />Amenities<br /><br />Building amenities unique to this two-bedroom include an on-site:<br /><br />  - Dryer<br />  - Washing machine<br /><br />Please check the house rules prior to booking as other fees an
763010832921670696;Entire serviced apartment;Compass;5;2;The Alyx at EchelonSeaport is a luxurious landmark residence in the heart of the Seaport neighborhood. Boston Seaport is home to over 100 restaurants, bars, clubs, and cultural destinations.<br /><br /><b>The space</b><br />Our modern apartments have oversized windows, spacious bathrooms, walk-in closets, and vibrant decor.<br /><br /><b>Guest access</b><br />Amenities: outdoor swimming pool,  fitness center, resident lounge, entertainment kitchen, children's play area, firepits, dog run, business center, complimentary java bar, & a. sun terrace.<br /><br /><b>Other things to note</b><br />Parking is not included with the reservation. Parking may be available for an additional fee. <br /><br />Pets are welcome and a pet fee will apply. Please inform us of your pets when making an inquiry.<br /><br /><b>License number</b><br />Exempt: This listing is a unit used for furnished institutional or business stays
763110046866087334;Entire rental unit;Airbnb;4;2;This unit is in the heart of vibrant Back Bay. We offer a comfortable home base for travelers looking to experience all that the city has to offer. Surrounded by beautiful brownstone buildings, tree-lined streets, & a bustling shopping and dining scene, & just steps away from popular attractions like Newbury Street, the Prudential Center, and Copley Square. Plus, with world-class museums, historic landmarks, and delicious seafood nearby, you'll have plenty to see and do during your visit.<br /><br /><b>The space</b><br />This apartment is located on the most desirable street of beautiful Back Bay! Marlborough Street is within short walking distance of all the restaurants, coffee shops, and boutiques! The T (train station) is also just a moment's walk away! <br /><br />Located on the 3rd floor, this apartment has two spacious queen bedrooms, 1.5 bathrooms (a bit dated), a large, high ceiling living room, a dining room, and an open kitchen! The apartment comes with high-speed WiFi, AC du
763119609385925635;Entire condo;Bhavish;8;3;Newly listed! Whether in town for vacation or here for work, this beautiful townhouse welcomes you home in style. With two levels and 2,500 sq. feet of space, including 2 living/lounge areas and an office area, this condo is ideal for families and friends or business travelers' remote work location. Public transportation to downtown nearby. Perfect for your next stay in Boston! Our goal is to make your Boston stay as comfortable and as memorable as possible.<br /><br /><b>The space</b><br />This newly furnished, spacious and airy 3-bedroom condo is located in trendy  Dorchester on a pretty tree-lined street and just a short ride to downtown Boston, as well as all of Boston's local attractions:<br /><br />★ Faneuil Hall Marketplace 12 mins<br />★ Castle Island 8 mins <br />★ Boston Seaport 10 mins<br />★ New England Aquarium 12 mins<br />★ Boston Common/Public Gardens 18 mins<br />★ Fenway Park/Kenmore Square 22 mins <br />★ JF Kennedy Presidential Library 10 mins<br />★ Logan Airport 1
764378872296800230;Entire rental unit;Kaitlin;2;1;Keep it simple at this peaceful and centrally-located studio, 7 minutes from the airport and 5 minutes from the T (Boston's subway)<br /><br />Perfect for early morning flights from Logan & those who are visiting the city and want a cozy, affordable place to stay at night<br /><br />This studio features a King bed, a sectional sofa, and a TV with Roku, coffee maker, and microwave (no kitchen)<br /><br />Please note: The price is below market as this is a new listing that I am testing. There are some improvements in progress.<br /><br /><b>License number</b><br />STR-465468
765006355721890182;Entire rental unit;Blueground;2;1;Show up and start living from day one in Boston with this charming one-bedroom Blueground apartment. You’ll love coming home to this thoughtfully furnished, beautifully designed, and fully-equipped Theater District/Chinatown home with stunning high floor views over the city. (ID #BOS779)<br /><br /><b>The space</b><br />Gorgeous furniture, fully-equipped kitchen, smart TV, and a premium wireless speaker are just a few of the amenities you’ll find inside this one-bedroom apartment. Ideally located in Boston, you’ll find a lot to love outside as well. When you’re ready to relax, you’ll be happy to discover every Blueground bedroom comes with superior quality mattresses, luxury linens, and cozy towels. We handle everything so you can simply show up and start living.  This apartment also offers in-apartment laundry.<br /><br />Amenities<br /><br />Building amenities unique to this one-bedroom include an on-site:<br /><br />  - Dryer<br />  - Elevator<br />  - Gym<br />  - Washing machine<b
765006895101554698;Entire rental unit;Blueground;4;2;Show up and start living from day one in Boston with this bright two-bedroom Blueground apartment. You’ll love coming home to this thoughtfully furnished, beautifully designed, and fully-equipped Beacon Hill home. (ID #BOS828)<br /><br /><b>The space</b><br />Gorgeous furniture, fully-equipped kitchen, smart TV, and a premium wireless speaker are just a few of the amenities you’ll find inside this two-bedroom apartment. Ideally located in Boston, you’ll find a lot to love outside as well. When you’re ready to relax, you’ll be happy to discover every Blueground bedroom comes with superior quality mattresses, luxury linens, and cozy towels. We handle everything so you can simply show up and start living.  This apartment also offers in-apartment laundry.<br /><br />Amenities<br /><br />Building amenities unique to this two-bedroom include an on-site:<br /><br />  - Dryer<br />  - Washing machine<br /><br />Please check the house rules prior to booking as other fees and limitations may app
765083094616115149;Entire condo;Margo;5;2;Make yourself at home in this stylish light-filled apartment with park views and only 15 minutes from Logan Airport. <br /><br />The perfect landing pad for visiting Boston for a couple of days or for a few months. Tatte Bakery & Café, Main Street Pasta & Wine,  WholeFoods and Boston’s Navy Yard all within a few blocks. In the mood for Italian food and a Bruins game? Only a 10 minute walk to the North End and TD Garden.<br /><br /><b>The space</b><br />This penthouse unit is on the 3rd and 4th floor of the brownstone with stair access only. <br /><br />On the first floor, make yourself an espresso in the newly renovated kitchen with all new appliances overlooking the private patio. Large living and dining area is complete with lots of reading material, Netflix and a full bathroom with W/D .<br /><br />Making your way up the second floor, you’ll find two large bedrooms and a newly renovated full bathroom. The first bedroom is complete with a queen size bed, city views, and walk in close
765120412685249786;Private room in rental unit;Tzuo Hann;1;NULL;This is a clean, cozy room (with private bath)  in a garden-level apartment (see picture with a view of the outside) for one person. Perfect for the traveling professional who is looking for a no-frills stay in Boston.  This room is only available for stays longer than 28 days. The host apologizes up front for needing to request additional information and references related to the guest's reason for traveling to Boston. Your identity and supporting documentation will be verified upon arrival.<br /><br /><b>The space</b><br />The room is rectangular and contains about 95 square feet (9m2). There is one twin-size bed which will be small for a taller individual. Bedding is provided but there is no room service. You are responsible for keeping all your personal belongings inside your room and for disposing of your trash inside the rooms to the larger trash receptacle in the kitchen.<br /><br /><b>Guest access</b><br />You may use the entire apartment plus the yard space. There is a BBQ gri
765266094526448412;Entire rental unit;Jose;2;1;Enjoy a private and comfortable 1 bedroom 1 bathroom lower level unit with your own personal entrance! This unit is centrally located less than a mile from 3 Blue Line train stations (0.2 Orient Heights 0.3 Suffolk Downs 0.7 Beachmont).<br /><br /><b>The space</b><br />This peaceful unit includes a mini kitchenette, sitting area, large bathroom, bedroom, desk area, washer and dryer. <br /><br />Kitchenette: microwave, mini fridge and freezer, utensils, sink. <br /><br />Bathroom: Large walk in glass door bathroom with rain fall shower head.<br /><br />Bedroom: TV, closet and desk area<br /><br /><b>Guest access</b><br />You will have access to the entire lower level with your own personal entrance/exit.<br /><br /><b>Other things to note</b><br />In-unit washer and dryer available.<br /><br /><b>License number</b><br />STR-515263
765318442283229793;Entire rental unit;Adam;4;2;Kick back and relax in this calm, stylish apt. You’ll love this sophisticated North Station furnished two-bedroom 2 full bathrooms apartment with its modern decor, fully equipped kitchen, and stylish living room with great views. Ideally located, you’re close to all the best that Boston has to offer!, MGH is walking distance from you, the orange line, green line & commuter rail train station is under the building, supermarkets, coffee shops, clubs, & bars are around you. BTY Td Garden is here.
765841349139671626;Entire rental unit;Blueground;6;3;Discover the best of Boston, with this three-bedroom South Boston apartment. It’ll be easy to simply show up and start living in this airy Blueground furnished apartment with its fully-equipped kitchen, cheery living room, and our dedicated, on-the-ground support. (ID #BOS749)<br /><br /><b>The space</b><br />As with any Blueground apartment, you’ll find a thoughtfully designed space complete with beautiful furniture and a fully-equipped kitchen in this three-bedroom property. And, thanks to our superior quality mattresses, luxury linens, and towels, you can relax knowing you’ll always feel comfortably at home. When you’re ready for some fun, you can take in the Boston vibes or bring the entertainment to you with the premium wireless speaker or smart TV.  This apartment also offers in-apartment laundry.<br /><br />Amenities<br /><br />Building amenities unique to this three-bedroom include an on-site:<br /><br />  - Dryer<br />  - Washing machine<br />  - Parking<br />  - Pets allowed<
765841775181131141;Entire rental unit;Blueground;2;1;Discover the best of Boston, with this one-bedroom Theater District/Chinatown apartment. It’ll be easy to simply show up and start living in this lavishly Blueground furnished apartment with its fully-equipped kitchen, pretty living room, and our dedicated, on-the-ground support. (ID #BOS786)<br /><br /><b>The space</b><br />As with any Blueground apartment, you’ll find a thoughtfully designed space complete with beautiful furniture and a fully-equipped kitchen in this one-bedroom property. And, thanks to our superior quality mattresses, luxury linens, and towels, you can relax knowing you’ll always feel comfortably at home. When you’re ready for some fun, you can take in the Boston vibes or bring the entertainment to you with the premium wireless speaker or smart TV.  This apartment also offers in-apartment laundry.<br /><br />Amenities<br /><br />Building amenities unique to this one-bedroom include an on-site:<br /><br />  - Dryer<br />  - Elevator<br />  - Gym<br />  - Washing mach
765842269075124283;Entire rental unit;Blueground;4;2;Show up and start living from day one in Boston with this cozy two-bedroom Blueground apartment. You’ll love coming home to this thoughtfully furnished, beautifully designed, and fully-equipped Beacon Hill home with stunning  views over the city. (ID #BOS829)<br /><br /><b>The space</b><br />As with any Blueground apartment, you’ll find a thoughtfully designed space complete with beautiful furniture and a fully-equipped kitchen in this two-bedroom property. And, thanks to our superior quality mattresses, luxury linens, and towels, you can relax knowing you’ll always feel comfortably at home. When you’re ready for some fun, you can take in the Boston vibes or bring the entertainment to you with the premium wireless speaker or smart TV.  This apartment also offers in-apartment laundry.<br /><br />Amenities<br /><br />Building amenities unique to this two-bedroom include an on-site:<br /><br />  - Dryer<br />  - Washing machine<br /><br />Please check the house rules prior to booking as o
766033472534219878;Entire rental unit;Johna;8;3;"This smoking-free, fully furnished luxury apartment is located in a gated community, Central Seaport!<br /><br />- Fully equipped Kitchen <br />- King, Twins & Queen Beds<br />- Baby Pack’n’Play+Hi-Chair<br />- Built-In Office Desk<br />- 1 TVs, 55"" 4K <br />- 1 secured parking lot + visitor spots<br />- Super Fast Wi-Fi <br />- In-Unit Washer & Dryer unit<br />- Pool Hot tub, Gym, & Kids playground<br />- Pets are welcome. An additional pet fee of $150 per pet per stay to be paid after the booking is confirmed<br /><br /><b>The space</b><br />Very spacious and cozy Three bedroom and two bathroom floor plan graced with truly open living areas, brand new temporary furniture, modern kitchen with granite counter tops, hard flooring, Whirlpool Energy Star appliances. <br /><br />1st Master Bedroom: King Size memory foam mattress. <br /><br />2nd Bedroom: 1 Queen Size memory foam mattress. <br /><br />3rd Bedroom: 2 full Size memory foam mattress (Day Bed). <br /><br />+2 additional folding"
766443317316185027;Entire rental unit;Blueground;2;1;Feel at home wherever you choose to live with Blueground. You’ll love this cozy Allston furnished one-bedroom apartment with its modern decor, fully equipped kitchen, and pretty living room. Ideally located, you’re close to all the best that Boston has to offer! (ID #BOS822)<br /><br /><b>The space</b><br />As with any Blueground apartment, you’ll find a thoughtfully designed space complete with beautiful furniture and a fully-equipped kitchen in this one-bedroom property. And, thanks to our superior quality mattresses, luxury linens, and towels, you can relax knowing you’ll always feel comfortably at home. When you’re ready for some fun, you can take in the Boston vibes or bring the entertainment to you with the premium wireless speaker or smart TV. <br /><br />Amenities<br /><br />Building amenities unique to this one-bedroom include an on-site:<br /><br />  - Dryer in building<br />  - Elevator<br />  - Washing machine in building<br /><br />Please check the house rules prior to boo
767343070808486562;Private room in home;Adolph;2;NULL;Kick back and relax in this calm, stylish space. perfect for traveling nurse and someone that's moving into Boston.<br /><br /><b>License number</b><br />STR-414417
767351808354008385;Entire rental unit;Blueground;2;1;Discover the best of Boston, with this one-bedroom Allston apartment. It’ll be easy to simply show up and start living in this fashionably Blueground furnished apartment with its fully-equipped kitchen, sophisticated living room, and our dedicated, on-the-ground support. (ID #BOS820)<br /><br /><b>The space</b><br />As with any Blueground apartment, you’ll find a thoughtfully designed space complete with beautiful furniture and a fully-equipped kitchen in this one-bedroom property. And, thanks to our superior quality mattresses, luxury linens, and towels, you can relax knowing you’ll always feel comfortably at home. When you’re ready for some fun, you can take in the Boston vibes or bring the entertainment to you with the premium wireless speaker or smart TV. <br /><br />Amenities<br /><br />Building amenities unique to this one-bedroom include an on-site:<br /><br />  - Dryer in building<br />  - Elevator<br />  - Washing machine in building<br /><br />Please check the house rules pri
767352123386196599;Entire rental unit;Blueground;2;1;Discover the best of Boston, with this one-bedroom Allston apartment. It’ll be easy to simply show up and start living in this elegantly Blueground furnished apartment with its fully-equipped kitchen, pretty living room, and our dedicated, on-the-ground support. (ID #BOS821)<br /><br /><b>The space</b><br />Thoughtfully designed with bespoke finishes, modern furnishings, and a fully-equipped kitchen, you’ll enjoy that “I’m home” feeling with this Blueground apartment. Whether you’re lounging in your beautiful living room streaming the latest and greatest entertainment on the smart TV or premium wireless speaker, or getting some well-earned rest on the superior quality mattress with luxury linens, you’ll fall in love with everything this Allston apartment has to offer. <br /><br />Amenities<br /><br />Building amenities unique to this one-bedroom include an on-site:<br /><br />  - Dryer in building<br />  - Elevator<br />  - Washing machine in building<br /><br />Please check the house 
768023699088310062;Entire rental unit;Enrique A;4;1;Stay at this modern apartment, decorated with original artwork by your host, Enrique A. Durand-Methol. <br /><br />This unit is in our newly renovated home in Boston's Roslindale, close to restaurants & bars in Rozzy Village and West Roxbury. Easy connection to the subway at the Forest Hills Orange Line T-stop. <br /><br />Enjoy a brand-new apartment with all new furniture and fixtures, central air, a luxurious bathroom with double sinks, a rainshower head & soaking tub, 2 TVs, a full kitchen, and a washer & dryer.<br /><br /><b>The space</b><br />This is a modern, newly renovated apartment located on the third floor of our house and it has a private entrance through the back staircase. Our house is located within walking distance from Rozzy Village and West Roxbury with lots of bars, cafés, and restaurants. <br /><br />This apartment is decorated with original artwork by your host, Enrique Durand-Methol, some of which may be available for purchase—please inquire with us if you are int
768249035945598810;Entire rental unit;La Toia;8;4;Stay in the city without the hustle and bustle of Downtown<br /><br />Centrally located on a quiet side-street<br />*Lots of free on-street parking<br />*Walking distance to bus routes (22, 28) & Purple Line Commuter Rail (Talbot Ave.)<br />*Walk to Franklin Park Zoo & Golf Course<br />*Minutes to Downtown Boston & attractions<br />*Minutes to the best hospitals in the US<br />*Easy access to Interstate routes (I93, I95)<br /><br />Lots of Amenities<br />*Fully equipped kitchen<br />*Jacuzzi soaking tub in bathroom<br />*Washer & Dryer in unit<br /><br /><b>The space</b><br />Early 1900's 2-Family Home <br />*Just renovated, this 4 bedroom 1 bath apartment has old time character with the conveniences of today.  <br />*Large windows, high ceilings, and hardwood floors throughout<br /><br /><b>Guest access</b><br />First Floor Unit<br />You will have access to the entire apartment<br /><br /><b>License number</b><br />STR-519163
769152117857999006;Entire rental unit;Adam;5;2;This apartment offers everything that a five-star hotel has and more! Enjoy this refreshing change of scenery and relax in the elegant and open-plan living area featuring warm wooden flooring and modern furniture pieces.<br /><br /><b>License number</b><br />STR-759360
769510536351407765;Entire rental unit;Adam;3;1;Cozy and stylish apartment located in East Boston. Enjoy your stay in this modern apartment located nearby waterfront with mesmerizing downtown view.<br /><br /><b>License number</b><br />STR-379864
769614253675332089;Entire home;Amy;8;4;Wonderful opportunity to rent this iconic landmark residence built in 1837 atop picturesque Mount Vernon Street in Beacon Hill. Wonderful elegant living and entertaining spaces. Formal Dining room overlooking garden and parlor. Other highlights include 11+ fireplaces, double parlors, and a dramatic curvilinear staircase. The home offers a versatile layout with the bedrooms on various levels. Additional sofa beds offer additional sleeping for guests. Entire house has been recently re-painted.<br /><br /><b>License number</b><br />STR-518990
769728887782115954;Entire rental unit;Daniel;4;3;Newly renovated crafted space, perched up on top of Boston's- Dorchester St. Brendan's Neighborhood. Centrally located spot for commuters and tourists with direct access to the highway and public transportation.Walking distance to local conveniences: coffee shops, restaurants, gyms, bars & salons. <br />Short commute to just about anywhere in Boston w/ a bus around the corner, 2 T-stops minutes away,  & the airport is less than 15 min away!<br /><br /><b>The space</b><br />The unit is fully furnished with comfortable accommodations and brand new furnishings. The condo has 2 bedrooms w/ queen beds and 1  small bedroom w/ a twin size bed.  There is an additional bonus reading room/office space just off the living room. This unit has a full dining room & large kitchen with separate food pantry and also includes a beautiful new breakfast bar. Laundry is also on the premises. WIFi and Utilities all included. Children Friendly!<br /><br /><b>Guest access</b><br />Guests will have direct acce
770213313440004101;Entire rental unit;Adam;5;2;Spacious 2 bedroom 2 bathroom apartment in the heart of Boston. An apartment is closed to the T station, Fenway park, many restaurants, movie theater, hospitals, etc.<br /><br /><b>License number</b><br />STR-403287
770253074402755290;Entire rental unit;Adam;5;2;Enjoy your stay in the apartment located in one of the primary Boston  areas. Guests have access to all amenities provided in the building. Apartment is decorated in modern classic style to make our guests feel comfortable atmosphere as at home, and stylish as at hotel.<br /><br /><b>License number</b><br />STR-803756
770275222674087556;Entire rental unit;Adam;5;2;Fantastic corner unit in Fenway will give fantastic experience and help you to start exploring Boston in one of main areas. Located close to public transportation, restaurants, hospitals, universities, and entertainment places such as Lucky Strike, movie theater, and Fenway park.<br /><br /><b>License number</b><br />STR-472196
770557500197301585;Entire rental unit;Liya;2;1;The whole group will enjoy easy access to everything from this centrally located place.
771117597362932880;Entire rental unit;Jay;2;NULL;Centrally located studio apartment in the heart of downtown Boston in the North End. Fall in love with the mix of old world Italy and downtown Boston in a recently renovated apartment that is a short walk to TD Garden, Faneuil Hall, the harbor and aquarium, and the rest of Boston.<br /><br /><b>The space</b><br />Our ~450sqft studio unit is located on the 3rd floor of a professionally managed walk up building (somewhat steep/narrow staircase as is typical for the area). It is well laid out to maximize space and is perfect for couples and travelers. <br /><br />There is a full open kitchen with new appliances such as a refrigerator/freezer, stove, oven, microwave, toaster, and cooking utensils, pots, and pans for you to cook with. <br /><br />The bed is queen size along with a dresser and full closet with hangers for you to use.<br /><br />Brand newly renovated bathroom includes a stand up shower. <br /><br />We provide all linens, towels, and basic toiletries for your stay. <br /><br /
771554926520201061;Private room in rental unit;Ferran;2;NULL;This 233 square footage room on Boston's Upham's Corner is a clean, spacious and glossy room in a 4-bedroom apartment which is currently furnished, but it can be unfurnished for an additional fee.<br /><br /><b>The space</b><br />About this Home <br /> <br />Located in one of Boston’s best neighborhoods, this newly refurbished and highly efficient shared apartment is now available for you to rent. At 1349-square-feet, this unit occupies the first floor of a multi-family triple-decker on a quiet residential street in Upham’s Corner, a sub-neighborhood of Dorchester. Approximately four miles south of Downtown Boston, this four-bedroom, one-bathroom apartment features bay windows, freshly painted doors and walls, high ceilings, large bedrooms that come furnished or unfurnished, modern appliances, including a washer and dryer, new hardwood floors, and radiator heating. The unit also features a small back porch accessible via the kitchen. You have the option of renting this entire Upham’s C
